customerID,Churn_Probabilité,Risque_Churn,Action_Marketing
6047-YHPVI,0.615772551538113,Faible,Continuer le suivi régulier
6572-ADKRS,0.253013560000397,Faible,Continuer le suivi régulier
5380-WJKOV,0.5477488549660114,Faible,Continuer le suivi régulier
8168-UQWWF,0.7628698524150548,Haut,Offre de fidélisation personnalisée
8865-TNMNX,0.06891001199203824,Faible,Continuer le suivi régulier
9489-DEDVP,0.030070637490558272,Faible,Continuer le suivi régulier
9867-JCZSP,0.040482100421217714,Faible,Continuer le suivi régulier
4671-VJLCL,0.01806782370225483,Faible,Continuer le suivi régulier
4080-IIARD,0.16645087871367334,Faible,Continuer le suivi régulier
3714-NTNFO,0.489339816018948,Faible,Continuer le suivi régulier
5948-UJZLF,0.3819783321399381,Faible,Continuer le suivi régulier
7760-OYPDY,0.7411625381862204,Haut,Offre de fidélisation personnalisée
7639-LIAYI,0.03251093025261414,Faible,Continuer le suivi régulier
2954-PIBKO,0.020883521043075042,Faible,Continuer le suivi régulier
8012-SOUDQ,0.44659482669380873,Faible,Continuer le suivi régulier
9420-LOJKX,0.4884186989363533,Faible,Continuer le suivi régulier
6575-SUVOI,0.13288146880473234,Faible,Continuer le suivi régulier
7495-OOKFY,0.6349291430614784,Faible,Continuer le suivi régulier
4667-QONEA,0.056089783122526826,Faible,Continuer le suivi régulier
1658-BYGOY,0.6487617390767852,Faible,Continuer le suivi régulier
8769-KKTPH,0.1561577878649028,Faible,Continuer le suivi régulier
5067-XJQFU,0.23057999484574465,Faible,Continuer le suivi régulier
3957-SQXML,0.020064288186465905,Faible,Continuer le suivi régulier
5954-BDFSG,0.06831229823546298,Faible,Continuer le suivi régulier
0434-CSFON,0.5594301308495018,Faible,Continuer le suivi régulier
1215-FIGMP,0.20084553401272032,Faible,Continuer le suivi régulier
0526-SXDJP,0.021260484963218623,Faible,Continuer le suivi régulier
0557-ASKVU,0.06301032201012978,Faible,Continuer le suivi régulier
5698-BQJOH,0.6947812285729476,Faible,Continuer le suivi régulier
5122-CYFXA,0.3374919587849639,Faible,Continuer le suivi régulier
8627-ZYGSZ,0.13152233424262888,Faible,Continuer le suivi régulier
3410-YOQBQ,0.03213638335902656,Faible,Continuer le suivi régulier
3170-NMYVV,0.019999815311167943,Faible,Continuer le suivi régulier
7410-OIEDU,0.3676651592419706,Faible,Continuer le suivi régulier
2273-QCKXA,0.39039616787068904,Faible,Continuer le suivi régulier
0731-EBJQB,0.04675506595423447,Faible,Continuer le suivi régulier
1891-QRQSA,0.07121261867421835,Faible,Continuer le suivi régulier
8028-PNXHQ,0.01649894772736442,Faible,Continuer le suivi régulier
5630-AHZIL,0.2464943453559447,Faible,Continuer le suivi régulier
2673-CXQEU,0.31318936108365736,Faible,Continuer le suivi régulier
6416-JNVRK,0.1054103567712552,Faible,Continuer le suivi régulier
5590-ZSKRV,0.109200451976115,Faible,Continuer le suivi régulier
0191-ZHSKZ,0.2194130224870369,Faible,Continuer le suivi régulier
3887-PBQAO,0.04050630180494499,Faible,Continuer le suivi régulier
5919-TMRGD,0.8527276656587688,Haut,Offre de fidélisation personnalisée
8108-UXRQN,0.2605196967630736,Faible,Continuer le suivi régulier
9191-MYQKX,0.5136480187661263,Faible,Continuer le suivi régulier
9919-YLNNG,0.36740916546482166,Faible,Continuer le suivi régulier
0318-ZOPWS,0.02192504159970924,Faible,Continuer le suivi régulier
4445-ZJNMU,0.8076762482690378,Haut,Offre de fidélisation personnalisée
4808-YNLEU,0.06939295934592624,Faible,Continuer le suivi régulier
1862-QRWPE,0.019999815311167943,Faible,Continuer le suivi régulier
2796-NNUFI,0.020685596827211564,Faible,Continuer le suivi régulier
3016-KSVCP,0.2472631404675344,Faible,Continuer le suivi régulier
4767-HZZHQ,0.2274037910441311,Faible,Continuer le suivi régulier
2424-WVHPL,0.7094007272937938,Haut,Offre de fidélisation personnalisée
7233-PAHHL,0.024703513673427505,Faible,Continuer le suivi régulier
6067-NGCEU,0.22335653429638852,Faible,Continuer le suivi régulier
9848-JQJTX,0.044122321051717796,Faible,Continuer le suivi régulier
8637-XJIVR,0.5553284510014519,Faible,Continuer le suivi régulier
9803-FTJCG,0.017261879080584894,Faible,Continuer le suivi régulier
0278-YXOOG,0.13384095454827677,Faible,Continuer le suivi régulier
3212-KXOCR,0.019999815311167943,Faible,Continuer le suivi régulier
4598-XLKNJ,0.6575391585559172,Faible,Continuer le suivi régulier
6380-ARCEH,0.3822922478817597,Faible,Continuer le suivi régulier
3679-XASPY,0.3222644611748005,Faible,Continuer le suivi régulier
7123-WQUHX,0.10216803407266035,Faible,Continuer le suivi régulier
5386-THSLQ,0.07478839369413656,Faible,Continuer le suivi régulier
3192-NQECA,0.1750722273683857,Faible,Continuer le suivi régulier
6180-YBIQI,0.3759860423794521,Faible,Continuer le suivi régulier
6728-DKUCO,0.09416515434483087,Faible,Continuer le suivi régulier
9750-BOOHV,0.058452437062813174,Faible,Continuer le suivi régulier
8597-CWYHH,0.1822971423842999,Faible,Continuer le suivi régulier
2848-YXSMW,0.01087808504391968,Faible,Continuer le suivi régulier
0486-HECZI,0.3601100571780916,Faible,Continuer le suivi régulier
4549-ZDQYY,0.044306149767552254,Faible,Continuer le suivi régulier
5712-AHQNN,0.34559157395961354,Faible,Continuer le suivi régulier
4846-WHAFZ,0.584760032679922,Faible,Continuer le suivi régulier
5256-SKJGO,0.03021075743777335,Faible,Continuer le suivi régulier
3071-VBYPO,0.28607024281548254,Faible,Continuer le suivi régulier
9560-BBZXK,0.03518012705672036,Faible,Continuer le suivi régulier
5299-RULOA,0.7923239440441199,Haut,Offre de fidélisation personnalisée
8402-OOOHJ,0.018867106096170042,Faible,Continuer le suivi régulier
9445-ZUEQE,0.3068683860955589,Faible,Continuer le suivi régulier
1091-SOZGA,0.2664658105891407,Faible,Continuer le suivi régulier
2928-HLDBA,0.09898803597578673,Faible,Continuer le suivi régulier
0404-SWRVG,0.7472529041363153,Haut,Offre de fidélisation personnalisée
6497-TILVL,0.12164808227309572,Faible,Continuer le suivi régulier
7219-TLZHO,0.1424369146399697,Faible,Continuer le suivi régulier
4622-YNKIJ,0.054783880443154104,Faible,Continuer le suivi régulier
4412-YLTKF,0.636354501668909,Faible,Continuer le suivi régulier
6734-PSBAW,0.013244465069131104,Faible,Continuer le suivi régulier
3930-ZGWVE,0.34088802603477575,Faible,Continuer le suivi régulier
2639-UGMAZ,0.058962839294349444,Faible,Continuer le suivi régulier
2876-GZYZC,0.7442453136112629,Haut,Offre de fidélisation personnalisée
6207-WIOLX,0.21984025947528957,Faible,Continuer le suivi régulier
8587-XYZSF,0.026641021726068696,Faible,Continuer le suivi régulier
3091-FYHKI,0.7556669038519102,Haut,Offre de fidélisation personnalisée
2372-HWUHI,0.6000637538059281,Faible,Continuer le suivi régulier
7799-LGRDP,0.024962798695576997,Faible,Continuer le suivi régulier
7850-VWJUU,0.25796552194159,Faible,Continuer le suivi régulier
3774-VBNXY,0.013502654192399877,Faible,Continuer le suivi régulier
6217-KDYWC,0.020685596827211564,Faible,Continuer le suivi régulier
0390-DCFDQ,0.8021861057685665,Haut,Offre de fidélisation personnalisée
3146-MSEGF,0.01606843770808785,Faible,Continuer le suivi régulier
4080-OGPJL,0.17197949910118504,Faible,Continuer le suivi régulier
1095-WGNGG,0.09067984190962518,Faible,Continuer le suivi régulier
2636-SJDOU,0.052625783545960446,Faible,Continuer le suivi régulier
1131-QQZEB,0.011953911594431706,Faible,Continuer le suivi régulier
5716-EZXZN,0.051135117790454605,Faible,Continuer le suivi régulier
6837-BJYDQ,0.061861062902144895,Faible,Continuer le suivi régulier
2135-RXIHG,0.6572681718943474,Faible,Continuer le suivi régulier
6440-DKQGE,0.05925174359434171,Faible,Continuer le suivi régulier
3466-BYAVD,0.19135913723826,Faible,Continuer le suivi régulier
3780-YVMFA,0.2678000148568055,Faible,Continuer le suivi régulier
3874-EQOEP,0.6781907899641225,Faible,Continuer le suivi régulier
1679-JRFBR,0.1740794085428714,Faible,Continuer le suivi régulier
9073-ZZIAY,0.018868421809441382,Faible,Continuer le suivi régulier
3077-RSNTJ,0.09898803597578673,Faible,Continuer le suivi régulier
6551-GNYDG,0.5007569180213212,Faible,Continuer le suivi régulier
9167-APMXZ,0.42367114871480327,Faible,Continuer le suivi régulier
2749-CTKAJ,0.03467028514329063,Faible,Continuer le suivi régulier
6371-NZYEG,0.032986308224055585,Faible,Continuer le suivi régulier
7554-NEWDD,0.028881431562320373,Faible,Continuer le suivi régulier
8992-VONJD,0.19705521832053113,Faible,Continuer le suivi régulier
0867-MKZVY,0.3171525293230488,Faible,Continuer le suivi régulier
4482-EWFMI,0.6429471026481723,Faible,Continuer le suivi régulier
4648-YPBTM,0.04069754228761221,Faible,Continuer le suivi régulier
2907-ILJBN,0.0420942793066914,Faible,Continuer le suivi régulier
6345-FZOQH,0.01790588114929705,Faible,Continuer le suivi régulier
3376-BMGFE,0.7333185998998344,Haut,Offre de fidélisation personnalisée
5997-OPVFA,0.01599636815328448,Faible,Continuer le suivi régulier
3445-HXXGF,0.3719380092605051,Faible,Continuer le suivi régulier
1159-WFSGR,0.09918364540005335,Faible,Continuer le suivi régulier
7654-YWJUF,0.05344438424502214,Faible,Continuer le suivi régulier
1875-QIVME,0.8646976178937854,Haut,Offre de fidélisation personnalisée
6727-IOTLZ,0.04320861288910963,Faible,Continuer le suivi régulier
0691-JVSYA,0.213425130914939,Faible,Continuer le suivi régulier
5918-VUKWP,0.0367162521739198,Faible,Continuer le suivi régulier
1744-JHKYS,0.08406687016005594,Faible,Continuer le suivi régulier
2656-FMOKZ,0.4923098859650806,Faible,Continuer le suivi régulier
2070-FNEXE,0.3544179440564194,Faible,Continuer le suivi régulier
5947-SGKCL,0.5454548538624218,Faible,Continuer le suivi régulier
3712-PKXZA,0.029282465368653872,Faible,Continuer le suivi régulier
6317-YPKDH,0.6956481743023554,Faible,Continuer le suivi régulier
6582-OIVSP,0.5328809827963233,Faible,Continuer le suivi régulier
9367-WXLCH,0.6239554100822047,Faible,Continuer le suivi régulier
5524-KHNJP,0.09989713018412674,Faible,Continuer le suivi régulier
1918-ZBFQJ,0.5477169112633998,Faible,Continuer le suivi régulier
1024-GUALD,0.7023018144730653,Haut,Offre de fidélisation personnalisée
4827-USJHP,0.18171608021392197,Faible,Continuer le suivi régulier
8167-GJLRN,0.4212430265008234,Faible,Continuer le suivi régulier
0956-SYCWG,0.05191267664573468,Faible,Continuer le suivi régulier
8017-UVSZU,0.1480812835433359,Faible,Continuer le suivi régulier
7100-FQPRV,0.08648561713990748,Faible,Continuer le suivi régulier
2472-OVKUP,0.6027609721903727,Faible,Continuer le suivi régulier
2984-RGEYA,0.017911897467436367,Faible,Continuer le suivi régulier
9680-NIAUV,0.03486291158458706,Faible,Continuer le suivi régulier
2146-EGVDT,0.019999815311167943,Faible,Continuer le suivi régulier
2604-IJPDU,0.33715924157026006,Faible,Continuer le suivi régulier
9178-JHUVJ,0.023963883848081555,Faible,Continuer le suivi régulier
6168-YBYNP,0.4512547780487685,Faible,Continuer le suivi régulier
7255-SSFBC,0.038906669507168694,Faible,Continuer le suivi régulier
3645-DEYGF,0.27094319694879265,Faible,Continuer le suivi régulier
9323-HGFWY,0.2292398583251053,Faible,Continuer le suivi régulier
8544-GOQSH,0.3638413129024826,Faible,Continuer le suivi régulier
3363-DTIVD,0.047202976890437245,Faible,Continuer le suivi régulier
7018-WBJNK,0.4756663549974826,Faible,Continuer le suivi régulier
9142-KZXOP,0.2324648827068008,Faible,Continuer le suivi régulier
7674-YTAFD,0.07592385188746556,Faible,Continuer le suivi régulier
6348-SNFUS,0.013642946511857327,Faible,Continuer le suivi régulier
1285-OKIPP,0.8275075622785302,Haut,Offre de fidélisation personnalisée
7825-ECJRF,0.49108259592494574,Faible,Continuer le suivi régulier
1347-KTTTA,0.13742179165945523,Faible,Continuer le suivi régulier
7841-TZDMQ,0.5206835148011103,Faible,Continuer le suivi régulier
4195-NZGTA,0.6112969939115783,Faible,Continuer le suivi régulier
7157-SMCFK,0.013502654192399877,Faible,Continuer le suivi régulier
4709-LKHYG,0.040256076610847215,Faible,Continuer le suivi régulier
2504-DSHIH,0.4636093544095414,Faible,Continuer le suivi régulier
0699-NDKJM,0.1422151288892465,Faible,Continuer le suivi régulier
9286-BHDQG,0.012380754744211594,Faible,Continuer le suivi régulier
0230-WEQUW,0.02263879753713188,Faible,Continuer le suivi régulier
2040-LDIWQ,0.04012430190089012,Faible,Continuer le suivi régulier
6496-JDSSB,0.5291035010247291,Faible,Continuer le suivi régulier
9408-SSNVZ,0.6402915107038097,Faible,Continuer le suivi régulier
4443-EMBNA,0.010478581773405493,Faible,Continuer le suivi régulier
6469-MRVET,0.17387175729652404,Faible,Continuer le suivi régulier
0742-MOABM,0.3659402009301419,Faible,Continuer le suivi régulier
5961-VUSRV,0.05633106268500309,Faible,Continuer le suivi régulier
6778-JFCMK,0.12457451230954991,Faible,Continuer le suivi régulier
6341-JVQGF,0.08184699678528598,Faible,Continuer le suivi régulier
2232-DMLXU,0.590430996954865,Faible,Continuer le suivi régulier
4811-JBUVU,0.36715399228685275,Faible,Continuer le suivi régulier
0945-TSONX,0.027817485898163748,Faible,Continuer le suivi régulier
2651-ZCBXV,0.16672124344546113,Faible,Continuer le suivi régulier
3316-UWXUY,0.16962823796457122,Faible,Continuer le suivi régulier
8937-RDTHP,0.7347254419110214,Haut,Offre de fidélisation personnalisée
7083-MIOPC,0.010260060151012957,Faible,Continuer le suivi régulier
1984-GPTEH,0.08406687016005594,Faible,Continuer le suivi régulier
1251-KRREG,0.49659955740328526,Faible,Continuer le suivi régulier
0621-JFHOL,0.07604659184146251,Faible,Continuer le suivi régulier
9903-LYSAB,0.5177436371620431,Faible,Continuer le suivi régulier
0094-OIFMO,0.6336672190144013,Faible,Continuer le suivi régulier
9227-UAQFT,0.02371554202872223,Faible,Continuer le suivi régulier
7301-ABVAD,0.01887097045086175,Faible,Continuer le suivi régulier
6614-FHDBO,0.03916544331712676,Faible,Continuer le suivi régulier
7576-ASEJU,0.0948188691518542,Faible,Continuer le suivi régulier
9058-HRZSV,0.19290570106838464,Faible,Continuer le suivi régulier
4522-AKYLR,0.30684470806801845,Faible,Continuer le suivi régulier
0221-WMXNQ,0.43371107111897544,Faible,Continuer le suivi régulier
0303-UNCIP,0.1055623269791439,Faible,Continuer le suivi régulier
9947-OTFQU,0.47902812528951544,Faible,Continuer le suivi régulier
0322-YINQP,0.31587354927591005,Faible,Continuer le suivi régulier
0959-WHOKV,0.18268303686827922,Faible,Continuer le suivi régulier
4075-JFPGR,0.09065315858121292,Faible,Continuer le suivi régulier
4629-NRXKX,0.6385157064970058,Faible,Continuer le suivi régulier
9514-JDSKI,0.7473053735665441,Haut,Offre de fidélisation personnalisée
3282-ZISZV,0.0932050578071355,Faible,Continuer le suivi régulier
3675-YDUPJ,0.14798841954701672,Faible,Continuer le suivi régulier
4111-BNXIF,0.03948638459722209,Faible,Continuer le suivi régulier
7017-VFHAY,0.048542341597287146,Faible,Continuer le suivi régulier
6655-LHBYW,0.23533382908146924,Faible,Continuer le suivi régulier
4959-JOSRX,0.5461061589326278,Faible,Continuer le suivi régulier
5046-NUHWD,0.3160107422127367,Faible,Continuer le suivi régulier
7273-TEFQD,0.8086828185685052,Haut,Offre de fidélisation personnalisée
3606-TWKGI,0.7884872627169789,Haut,Offre de fidélisation personnalisée
7529-ZDFXI,0.3788973325758141,Faible,Continuer le suivi régulier
7605-BDWDC,0.0336175228033458,Faible,Continuer le suivi régulier
1950-KSVVJ,0.20583447313231615,Faible,Continuer le suivi régulier
0123-CRBRT,0.01611956300151662,Faible,Continuer le suivi régulier
6292-TOSSS,0.020470180815534127,Faible,Continuer le suivi régulier
3197-ARFOY,0.47759207255306646,Faible,Continuer le suivi régulier
6323-AYBRX,0.018867106096170042,Faible,Continuer le suivi régulier
7014-ZZXAW,0.012493695395683261,Faible,Continuer le suivi régulier
4385-GZQXV,0.5332984697542081,Faible,Continuer le suivi régulier
7633-MVPUY,0.023497207745504765,Faible,Continuer le suivi régulier
6366-ZGQGL,0.5587067086744067,Faible,Continuer le suivi régulier
4716-HHKQH,0.387359620240252,Faible,Continuer le suivi régulier
5940-AHUHD,0.7470672248029165,Haut,Offre de fidélisation personnalisée
6432-TWQLB,0.6916024926039241,Faible,Continuer le suivi régulier
4484-GLZOU,0.4963086083687289,Faible,Continuer le suivi régulier
3179-GBRWV,0.1933869494826695,Faible,Continuer le suivi régulier
8645-KWHJO,0.4034540935964817,Faible,Continuer le suivi régulier
4130-MZLCC,0.3101954529114398,Faible,Continuer le suivi régulier
0314-TKOSI,0.109200451976115,Faible,Continuer le suivi régulier
8229-MYEJZ,0.19784468869069627,Faible,Continuer le suivi régulier
2080-SRCDE,0.24341325189115323,Faible,Continuer le suivi régulier
9577-WJVCQ,0.08710631487672785,Faible,Continuer le suivi régulier
9512-UIBFX,0.3222397870429828,Faible,Continuer le suivi régulier
6202-DYYFX,0.11050527375220456,Faible,Continuer le suivi régulier
3808-HFKDE,0.31696841968178374,Faible,Continuer le suivi régulier
5583-SXDAG,0.7562022056051617,Haut,Offre de fidélisation personnalisée
3488-PGMQJ,0.5763686735624493,Faible,Continuer le suivi régulier
3580-REOAC,0.2483982220417806,Faible,Continuer le suivi régulier
7534-BFESC,0.5211624363302602,Faible,Continuer le suivi régulier
3727-OWVYD,0.04490691206269158,Faible,Continuer le suivi régulier
2294-SALNE,0.06040813559967334,Faible,Continuer le suivi régulier
4847-TAJYI,0.7105477443086667,Haut,Offre de fidélisation personnalisée
1563-IWQEX,0.09341692417199692,Faible,Continuer le suivi régulier
8203-XJZRC,0.3733258494549079,Faible,Continuer le suivi régulier
6556-DBKZF,0.033365473631922785,Faible,Continuer le suivi régulier
6851-WEFYX,0.5931744494209068,Faible,Continuer le suivi régulier
2985-JUUBZ,0.37751897802581025,Faible,Continuer le suivi régulier
6390-DSAZX,0.6430652360277173,Faible,Continuer le suivi régulier
0895-LMRSF,0.15581154232520017,Faible,Continuer le suivi régulier
8098-LLAZX,0.8596361038245557,Haut,Offre de fidélisation personnalisée
8266-VBFQL,0.5357596098583535,Faible,Continuer le suivi régulier
8181-YHCMF,0.028973892694508636,Faible,Continuer le suivi régulier
2240-HSJQD,0.3017624531725272,Faible,Continuer le suivi régulier
1248-DYXUB,0.018927998012548637,Faible,Continuer le suivi régulier
0265-EDXBD,0.5823935703853855,Faible,Continuer le suivi régulier
4115-BNPJY,0.026823159567600088,Faible,Continuer le suivi régulier
3167-SNQPL,0.4696187028590938,Faible,Continuer le suivi régulier
4091-TVOCN,0.10120723611708042,Faible,Continuer le suivi régulier
1098-TDVUQ,0.3566949756646732,Faible,Continuer le suivi régulier
7277-OZCGZ,0.2602115235110665,Faible,Continuer le suivi régulier
1557-EMYVT,0.11641670902875831,Faible,Continuer le suivi régulier
2799-ARNLO,0.6493820747471853,Faible,Continuer le suivi régulier
7563-BIUPC,0.6794101290092971,Faible,Continuer le suivi régulier
5027-YOCXN,0.22585826238740345,Faible,Continuer le suivi régulier
3973-SKMLN,0.011935928041899878,Faible,Continuer le suivi régulier
2321-OMBXY,0.07530759075689113,Faible,Continuer le suivi régulier
2840-XANRC,0.4824141429116831,Faible,Continuer le suivi régulier
6745-JEFZB,0.2935513802777228,Faible,Continuer le suivi régulier
5020-ZSTTY,0.0874047637591981,Faible,Continuer le suivi régulier
9880-TDQAC,0.022832348949362983,Faible,Continuer le suivi régulier
8705-WZCYL,0.6572681718943474,Faible,Continuer le suivi régulier
7102-JJVTX,0.06217587035076935,Faible,Continuer le suivi régulier
8626-PTQGE,0.02698507155635672,Faible,Continuer le suivi régulier
4983-CLMLV,0.38307270606541527,Faible,Continuer le suivi régulier
5701-YVSVF,0.5317736097872102,Faible,Continuer le suivi régulier
5804-LEPIM,0.7114951165187248,Haut,Offre de fidélisation personnalisée
5697-GOMBF,0.34971782629790055,Faible,Continuer le suivi régulier
2739-CACDQ,0.4489653925052102,Faible,Continuer le suivi régulier
9385-EHGDO,0.021199921470365056,Faible,Continuer le suivi régulier
9498-FIMXL,0.05437047910418274,Faible,Continuer le suivi régulier
2379-GYFLQ,0.13969189043255978,Faible,Continuer le suivi régulier
0122-OAHPZ,0.716738273366891,Haut,Offre de fidélisation personnalisée
2868-SNELZ,0.7392879940618055,Haut,Offre de fidélisation personnalisée
4322-RCYMT,0.07090855911845985,Faible,Continuer le suivi régulier
6680-NENYN,0.20298543031930405,Faible,Continuer le suivi régulier
2088-IEBAU,0.028754788273600743,Faible,Continuer le suivi régulier
7982-VCELR,0.308360739283607,Faible,Continuer le suivi régulier
1343-EHPYB,0.37390432353094827,Faible,Continuer le suivi régulier
6035-BXTTY,0.12817923675066145,Faible,Continuer le suivi régulier
6885-PKOAM,0.013972256063391307,Faible,Continuer le suivi régulier
7520-HQWJU,0.08800465659542571,Faible,Continuer le suivi régulier
9639-BUJXT,0.02522483808876739,Faible,Continuer le suivi régulier
5924-SNGKP,0.041647470665177,Faible,Continuer le suivi régulier
0021-IKXGC,0.8571414416327052,Haut,Offre de fidélisation personnalisée
2034-GDRCN,0.7555083875113761,Haut,Offre de fidélisation personnalisée
8966-SNIZF,0.017911897467436367,Faible,Continuer le suivi régulier
6243-OZGFH,0.4954638036745039,Faible,Continuer le suivi régulier
4654-DLAMQ,0.0736258320825665,Faible,Continuer le suivi régulier
0513-RBGPE,0.02666843799145457,Faible,Continuer le suivi régulier
5160-UXJED,0.06533592012337482,Faible,Continuer le suivi régulier
4115-NZRKS,0.6941570751666272,Faible,Continuer le suivi régulier
0219-YTZUE,0.7646394280941523,Haut,Offre de fidélisation personnalisée
0623-IIHUG,0.5135946854284705,Faible,Continuer le suivi régulier
4572-DVCGN,0.5732770406083633,Faible,Continuer le suivi régulier
3351-NGXYI,0.3064476318621173,Faible,Continuer le suivi régulier
8984-EYLLL,0.07671947457891752,Faible,Continuer le suivi régulier
9057-MSWCO,0.1771428291990892,Faible,Continuer le suivi régulier
9833-TGFHX,0.19617251842439642,Faible,Continuer le suivi régulier
9294-TDIPC,0.13384095454827677,Faible,Continuer le suivi régulier
5229-DTFYB,0.06288943766672928,Faible,Continuer le suivi régulier
0104-PPXDV,0.05767561841213398,Faible,Continuer le suivi régulier
5176-LMJXE,0.020685596827211564,Faible,Continuer le suivi régulier
3583-KRKMD,0.18540244798776226,Faible,Continuer le suivi régulier
1010-DIAUQ,0.7242019406019661,Haut,Offre de fidélisation personnalisée
9069-LGEUL,0.16810336243865753,Faible,Continuer le suivi régulier
7302-ZHMHP,0.18529660552376856,Faible,Continuer le suivi régulier
9571-EDEBV,0.12487346044436576,Faible,Continuer le suivi régulier
3520-FJGCV,0.030286459518748848,Faible,Continuer le suivi régulier
6563-VRERX,0.035080770641374555,Faible,Continuer le suivi régulier
0259-GBZSH,0.795540699203484,Haut,Offre de fidélisation personnalisée
6122-EFVKN,0.025709509952213647,Faible,Continuer le suivi régulier
2805-EDJPQ,0.19649347639901904,Faible,Continuer le suivi régulier
6862-CQUMB,0.34982375148654155,Faible,Continuer le suivi régulier
7156-MXBJE,0.08091611767614049,Faible,Continuer le suivi régulier
6158-HDPXZ,0.5478691302978842,Faible,Continuer le suivi régulier
9601-BRXPO,0.5247531361209518,Faible,Continuer le suivi régulier
2863-IMQDR,0.020320637460893326,Faible,Continuer le suivi régulier
5686-CMAWK,0.1493075781749488,Faible,Continuer le suivi régulier
5651-CRHKQ,0.045561829537421945,Faible,Continuer le suivi régulier
6905-NIQIN,0.540874167828172,Faible,Continuer le suivi régulier
8204-YJCLA,0.0171538383917797,Faible,Continuer le suivi régulier
5167-ZFFMM,0.8495347691927597,Haut,Offre de fidélisation personnalisée
6583-SZVGP,0.2149357541509307,Faible,Continuer le suivi régulier
4895-TMWIR,0.13478905628376756,Faible,Continuer le suivi régulier
0533-BNWKF,0.4114241062775223,Faible,Continuer le suivi régulier
1708-PBBOA,0.08961127736197605,Faible,Continuer le suivi régulier
8782-LKFPK,0.20713618412440793,Faible,Continuer le suivi régulier
5522-JBWMO,0.5179664273830497,Faible,Continuer le suivi régulier
3597-MVHJT,0.49247555386342884,Faible,Continuer le suivi régulier
9774-NRNAU,0.24420918573325706,Faible,Continuer le suivi régulier
0224-RLWWD,0.6776905265317973,Faible,Continuer le suivi régulier
9967-ATRFS,0.07113710045645395,Faible,Continuer le suivi régulier
3951-NJCVI,0.5266718967062306,Faible,Continuer le suivi régulier
2977-CEBSX,0.02625184647123586,Faible,Continuer le suivi régulier
0177-PXBAT,0.39259734604419766,Faible,Continuer le suivi régulier
6599-CEBNN,0.31979098208523943,Faible,Continuer le suivi régulier
2519-ERQOJ,0.3037670112693973,Faible,Continuer le suivi régulier
5876-QMYLD,0.03467028514329063,Faible,Continuer le suivi régulier
2277-AXSDC,0.0367162521739198,Faible,Continuer le suivi régulier
9442-JTWDL,0.04455812969255953,Faible,Continuer le suivi régulier
0979-PHULV,0.36059026888802803,Faible,Continuer le suivi régulier
3067-SVMTC,0.03864909305101166,Faible,Continuer le suivi régulier
5495-GPSRW,0.02094833175572717,Faible,Continuer le suivi régulier
7606-BPHHN,0.011935928041899878,Faible,Continuer le suivi régulier
